quarter,asof,rev_yoy,revenue_musd,known_from_reliable,ctrl_abs_d30,ctrl_abs_d45,ctrl_abs_d60,ctrl_abs_full,dd_abs_d30,dd_abs_d45,dd_abs_d60,dd_abs_full,dd_rel_d30,dd_rel_d45,dd_rel_d60,dd_rel_full,dd_rel_wide_d30,dd_rel_wide_d45,dd_rel_wide_d60,dd_rel_wide_full,plc_abs_d30,plc_abs_d45,plc_abs_d60,plc_abs_full,plc_rel_d30,plc_rel_d45,plc_rel_d60,plc_rel_full,guide_high_musd,guide_low_musd,guide_mid_musd,rev_yoy_lag1,rev_yoy_lag2,rev_musd_lag4,rev_yoy_lag4
2022Q1,2022-04-01,0.828415151927232,363.03,True,0.20855435704427094,0.24385205497751805,0.23947950484593505,0.24235418995821334,1.2934254856958844,1.3055966560969434,1.2673787514527461,1.225850484099496,1.0848711286516135,1.0617446011194254,1.027899246606811,0.9834962941412826,0.679996177853976,0.6828704817064999,0.663534480913679,0.6382042320266983,0.5782839152198598,0.5993405616937402,0.5885668485583757,0.5615085339071619,0.36972955817558883,0.3554885067162221,0.34908734371244066,0.3191543439489486,339.0,334.0,336.5,0.8374143107400962,0.7487506061095845,198.549,0.5127773375594296
2022Q2,2022-07-01,0.7389841104008152,406.138,True,0.2820732394093035,0.28381875789680144,0.30737530028793003,0.32329799252680225,1.1984589426566945,1.1968743477934343,1.2003008503840462,1.1702416134656417,0.916385703247391,0.9130555898966328,0.8929255500961162,0.8469436209388395,0.5671788041863888,0.6048549126248002,0.6033031690101787,0.5854769662989341,0.449321717648985,0.43626805325683193,0.456187041151793,0.47024489913791356,0.16724847823968148,0.1524492953600305,0.14881174086386295,0.14694690661111132,380.0,376.0,378.0,0.828415151927232,0.8374143107400962,233.549,0.6680641659286346
2022Q3,2022-10-01,0.6138719647452013,436.533,True,0.28881296579069904,0.2967610873701858,0.30688793222866195,0.2833879491849096,0.8571169198423867,0.8005321702750656,0.7931432375990219,0.7424459046158383,0.5683039540516877,0.5037710829048798,0.48625530537036,0.45905795543092864,0.25381577522917453,0.19665250825084968,0.17072312651664134,0.15316021079018682,0.4693435852947907,0.4835547916246412,0.5053021271653328,0.4982949034274675,0.18053061950409166,0.1867937042544554,0.1984141949366709,0.2149069542425579,414.0,410.0,412.0,0.7389841104008152,0.828415151927232,270.488,0.7487506061095845
2022Q4,2023-01-01,0.4390002391185721,469.399,True,0.22843331888054053,0.29201695796386673,0.2671312211598167,0.23611400642111136,0.48847448013032846,0.5098590650291435,0.5030220281424853,0.46625119767312384,0.26004116124978793,0.21784210706527674,0.23589080698266862,0.23013719125201249,-0.007203880697748133,-0.041003872033382294,-0.04643617350788887,-0.05963247947486394,0.4415275512251178,0.4778819717410663,0.4856715744319793,0.44226989660334937,0.21309423234457725,0.18586501377719955,0.2185403532721626,0.206155890182238,449.0,445.0,447.0,0.6138719647452013,0.7389841104008152,326.198,0.8374143107400962
2023Q1,2023-04-01,0.3269261493540478,481.714,True,0.13666396932837444,0.11348172864493122,0.10718082198614631,0.11033963572813477,0.4279323156585413,0.41790652234227466,0.4172490170260019,0.4177219782631809,0.29126834633016685,0.30442479369734343,0.3100681950398556,0.30738234253504615,-0.04718835030894297,-0.05229931784600694,-0.0441925729430217,-0.0354101276148171,0.3308537541925034,0.3238787035959696,0.31903156006241673,0.31347551462327417,0.19418978486412897,0.21039697495103837,0.21185073807627042,0.2031358788951394,470.0,466.0,468.0,0.4390002391185721,0.6138719647452013,363.03,0.828415151927232
2023Q2,2023-07-01,0.2544012133806737,509.46,True,0.07621360954175138,0.11544364369136417,0.11153790324567225,0.09049630268970432,0.3156035541198854,0.37071202767871725,0.368290091534913,0.37720779148777694,0.239389944578134,0.2552683839873531,0.25675218828924073,0.2867114887980726,0.09431214384006026,0.0981310221593894,0.10109500494446522,0.10767115728113907,0.3100189654194132,0.3418994633868131,0.3273973288626024,0.3170389489507812,0.23380535587766182,0.22645581969544892,0.21585942561693017,0.2265426462610769,502.0,498.0,500.0,0.3269261493540478,0.4390002391185721,406.138,0.7389841104008152
2023Q3,2023-10-01,0.2542831813402424,547.536,True,0.1005852406047083,0.14524353177889715,0.14421766686797888,0.14726931159179557,0.35948441310360835,0.37170421156412914,0.3437621106008635,0.2938239111361014,0.25889917249890004,0.226460679785232,0.1995444437328846,0.14655459954430583,0.06228860807613046,0.02897241664731709,0.0015621244024508485,-0.05830600671129815,0.27014419901578535,0.2887829169262659,0.2854029947811867,0.26854466435774427,0.16955895841107704,0.14353938514736875,0.14118532791320781,0.1212753527659487,525.0,521.0,523.0,0.2544012133806737,0.3269261493540478,436.533,0.6138719647452013
2023Q4,2024-01-01,0.2561786454594066,589.649,True,0.1574723992632805,0.09137114192467166,0.09501820231611902,0.09138459159155943,0.29890074190772964,0.25438703329001555,0.2324951310248906,0.21830125802886613,0.14142834264444915,0.1630158913653439,0.1374769287087716,0.1269166664373067,-0.1389086583599628,-0.14254083638893889,-0.16242951431801345,-0.1798056110711066,0.28288219661420655,0.24672284424345747,0.23603414920565768,0.21365650650567503,0.12540979735092606,0.1553517023187858,0.14101594688953867,0.1222719149141156,568.0,564.0,566.0,0.2542831813402424,0.2544012133806737,469.399,0.4390002391185721
2024Q1,2024-04-01,0.2689126743254295,611.253,True,0.15777502671750554,0.1383574214395047,0.14291841405318273,0.12672269986566675,0.266837408226543,0.22283697935192848,0.22088591894558718,0.15855576074461908,0.10906238150903746,0.08447955791242379,0.07796750489240445,0.031833060878952324,-0.2177317139772832,-0.22891445944639344,-0.23064532938303017,-0.2695055115977709,0.21351691489616442,0.18278075471673105,0.17685728131312928,0.15951126685453687,0.05574188817865888,0.04442333327722636,0.03393886725994655,0.032788566988870116,591.0,587.0,589.0,0.2561786454594066,0.2542831813402424,481.714,0.3269261493540478
2024Q2,2024-07-01,0.2665940407490283,645.279,True,0.2702340612937437,0.23411984448613055,0.23539421025844298,0.22119324267366736,0.21932119611969014,0.18770562570226446,0.18364121835237057,0.1460179919395692,-0.05091286517405358,-0.04641421878386609,-0.05175299190607241,-0.07517525073409814,-0.2900775636269053,-0.29359968730338437,-0.29366363193638634,-0.30549029748683054,0.23119847823602768,0.19932240479894858,0.19343041238554548,0.1607854363303609,-0.03903558305771604,-0.034797439687181964,-0.0419637978728975,-0.06040780634330645,624.0,620.0,622.0,0.2689126743254295,0.2561786454594066,509.46,0.2544012133806737
2024Q3,2024-10-01,0.2602203325443442,690.016,True,0.13062195667838772,0.09727463929631419,0.0909484588372429,0.057520484317560516,0.21439283282649413,0.20372003134249184,0.19736427098330012,0.17951556744079156,0.08377087614810641,0.10644539204617764,0.10641581214605722,0.12199508312323104,-0.2528640398363642,-0.24792255685909126,-0.24733122743346314,-0.2501411883907778,0.21247172774329215,0.18615326220647788,0.1646251873885518,0.1456163184475301,0.08184977106490443,0.08887862291016368,0.07367672855130891,0.08809583412996957,664.0,660.0,662.0,0.2665940407490283,0.2689126743254295,547.536,0.2542831813402424
2024Q4,2025-01-01,0.2511290615264334,737.727,True,0.1400131065942336,0.14601701706771486,0.14544850052928737,0.12913744356863788,0.40401996580662214,0.4153523000680259,0.4303505485237018,0.4223710478733942,0.26400685921238853,0.26933528300031107,0.28490204799441443,0.2932336043047563,-0.12855167436077153,-0.10981017797388759,-0.09080573968909533,-0.07827626042232083,0.17687029881518157,0.17755989652292214,0.18458886433256794,0.14162354366914087,0.036857192220947965,0.031542879455207284,0.039140363803280565,0.012486100100502995,713.0,709.0,711.0,0.2602203325443442,0.2665940407490283,589.649,0.2561786454594066
2025Q1,2025-04-01,0.2458883637380919,761.553,True,0.025219885127661712,0.044434383555957524,0.025098411848372137,0.057673857717038146,0.38303395587614375,0.39856119320124606,0.37801608475843906,0.40243441341183583,0.35781407074848204,0.35412680964528853,0.3529176729100669,0.3447605556947977,-0.07759553324035195,-0.08108041075300321,-0.09175150617292971,-0.09003203844371654,0.03429520520158391,0.05429093284215014,0.037623254826272046,0.045732157022911224,0.0090753200739222,0.009856549286192617,0.012524842977899908,-0.011941700694126922,741.0,737.0,739.0,0.2511290615264334,0.2602203325443442,611.253,0.2689126743254295
2025Q2,2025-07-01,0.2812442369889614,826.76,True,0.12049193574118,0.1142531556790285,0.08477703619930566,0.052081349017264245,0.40238603886270496,0.41195859381198474,0.4159885684786282,0.41847330521315484,0.28189410312152496,0.29770543813295625,0.33121153227932254,0.3663919561958906,-0.13646643895039645,-0.1363804426959092,-0.1348443331715501,-0.1338070123372077,0.09932837333263222,0.11505892854154354,0.12297699625650793,0.1941176605877608,-0.021163562408547776,0.0008057728625150418,0.038199960057202276,0.14203631157049657,791.0,787.0,789.0,0.2458883637380919,0.2511290615264334,645.279,0.2665940407490283
2025Q3,2025-10-01,0.2835224110745258,885.651,True,0.13804085973761637,0.136865274040753,0.1265373533248919,0.153741485012155,0.40867065358625965,0.38680224221196724,0.3808391029328888,0.3908698938949158,0.2706297938486433,0.24993696817121425,0.2543017496079969,0.23712840888276077,-0.1496800118646462,-0.16223297950846316,-0.16041475508676584,-0.15707836389807994,0.22747493942365438,0.1977196962762875,0.1815456052627269,0.16699148272467568,0.089434079686038,0.0608544222355345,0.055008251937834984,0.013249997712520667,851.0,847.0,849.0,0.2812442369889614,0.2458883637380919,690.016,0.2602203325443442
2025Q4,2026-01-01,0.2920687462977498,953.194,True,0.142952642325179,0.14968790504285323,0.12912182457220922,0.13403193300138838,0.3378320027631929,0.3632689250067571,0.35131084280634894,0.39191789841351365,0.1948793604380139,0.21358101996390388,0.22218901823413972,0.2578859654121253,-0.16579588372919218,-0.1530890703291341,-0.1473813425173347,-0.13882513677625852,0.14256985439836,0.1381759814058725,0.12633417413697146,0.1863150335547239,-0.000382787926819006,-0.011511923636980725,-0.002787650435237765,0.052283100553335515,916.0,912.0,914.0,0.2835224110745258,0.2812442369889614,737.727,0.2511290615264334
2026Q1,2026-04-01,0.3215442654680633,1006.426,True,0.18727360561802264,0.17344699290564414,0.18962334592557184,0.24524887660212613,0.5882145578611926,0.5808473959709879,0.5903604507302163,0.6543871545620199,0.40094095224316995,0.40740040306534375,0.4007371048046444,0.40913827795989377,-0.03153108290878848,-0.027071079490866623,-0.03861189127687936,-0.04635421780063709,0.37204799374009667,0.37394084746558676,0.38874509314572236,0.4578309128844289,0.18477438812207403,0.20049385455994262,0.19912174722015052,0.21258203628230277,961.0,951.0,956.0,0.2920687462977498,0.2835224110745258,761.553,0.2458883637380919
2026Q2,2026-07-01,0.3564444336929702,1121.454,True,0.2877516686163304,0.29462732527260194,0.3013305864247684,0.3256413791876298,0.7226125858762629,0.7377498370925508,0.7215593315383018,0.7611568350494728,0.4348609172599325,0.4431225118199489,0.42022874511353336,0.43551545586184304,-0.2152241468237115,-0.24813132653506997,-0.2801956243169208,-0.29535644522539783,0.5060579480994392,0.5161215009333553,0.5066021130926188,0.4679952954557862,0.21830627948310877,0.22149417566075336,0.20527152666785042,0.1423539162681564,1080.0,1070.0,1075.0,0.3215442654680633,0.2920687462977498,826.76,0.2812442369889614
